w, %
133.30, 6.766828383907783e-16
133.40, 6.98977596402326e-16
133.50, 7.2159365005314e-16
133.60, 7.445965408114476e-16
133.70, 7.679269393695831e-16
133.80, 7.915864468122944e-16
133.90, 8.155766669350424e-16
134.00, 8.398992062439967e-16
134.10, 8.473923874322596e-16
134.20, 8.549071393844426e-16
134.30, 8.624434739010348e-16
134.40, 8.70001402782526e-16
134.50, 8.77580937829406e-16
134.60, 8.852487653398415e-16
134.70, 8.929384536189802e-16
134.80, 9.006500145967421e-16
134.90, 9.083834602030486e-16
135.00, 9.161388023678245e-16
135.10, 9.422973368668234e-16
135.20, 9.687854026236062e-16
135.30, 9.956042933956692e-16
135.40, 1.0227553037177986e-15
135.50, 1.0502397289020734e-15
135.60, 1.0973570347421075e-15
135.70, 1.1451262448851176e-15
135.80, 1.1935499608526106e-15
135.90, 1.2426307857310939e-15
136.00, 1.2923713241720708e-15
136.10, 1.342851790593869e-15
136.20, 1.3940022570186814e-15
136.30, 1.445825370363367e-15
136.40, 1.4983237790406311e-15
136.50, 1.5515001329590195e-15
136.60, 1.5845689123537391e-15
136.70, 1.6179976147987498e-15
136.80, 1.6517875826853366e-15
136.90, 1.6859401591574024e-15
137.00, 1.7204566881114652e-15
137.10, 1.7554566074003023e-15
137.20, 1.790826918673834e-15
137.30, 1.8265689967525083e-15
137.40, 1.8626842171211797e-15
137.50, 1.899173955929103e-15
137.60, 1.9138723167266056e-15
137.70, 1.9286104839536797e-15
137.80, 1.9433884721668077e-15
137.90, 1.958206295922469e-15
138.00, 1.973063969777145e-15
138.10, 1.9885605872773677e-15
138.20, 2.0041005980916187e-15
138.30, 2.0196840123165498e-15
138.40, 2.0353108400488113e-15
138.50, 2.0509810913850542e-15
138.60, 2.0667763372616823e-15
138.70, 2.0826153167838503e-15
138.80, 2.098498040116473e-15
138.90, 2.1144245174244647e-15
139.00, 2.130394758872739e-15
139.10, 2.1465192439228843e-15
139.20, 2.1626881725152558e-15
139.30, 2.1789015538248742e-15
139.40, 2.1951593970267585e-15
139.50, 2.21146171129593e-15
139.60, 2.232216322241156e-15
139.70, 2.25303100345515e-15
139.80, 2.2739057673660103e-15
139.90, 2.294840626401835e-15
140.00, 2.315835592990743e-15
140.10, 2.436225807281109e-15
140.20, 2.5598778973412785e-15
140.30, 2.6868075862766775e-15
140.40, 2.8170306045047076e-15
140.50, 2.9505626897547572e-15
140.60, 3.0957356255675283e-15
140.70, 3.2446229414892098e-15
140.80, 3.3972422801660323e-15
140.90, 3.553611292434284e-15
141.00, 3.713747637320317e-15
141.10, 3.8517593267932104e-15
141.20, 3.992066034386146e-15
141.30, 4.134677925441766e-15
141.40, 4.279605169663888e-15
141.50, 4.4268579411175144e-15
141.60, 4.5881490057949355e-15
141.70, 4.7520400780253145e-15
141.80, 4.918542518006358e-15
141.90, 5.0876676908015234e-15
142.00, 5.259426966340032e-15
142.10, 5.448982588049666e-15
142.20, 5.641528528497475e-15
142.30, 5.837078035646896e-15
142.40, 6.035644362704672e-15
142.50, 6.2372407681208854e-15
142.60, 6.5690801667362274e-15
142.70, 6.910130535678743e-15
142.80, 7.260437073780725e-15
142.90, 7.620044997880321e-15
143.00, 7.988999542821545e-15
143.10, 8.393949625909289e-15
143.20, 8.809604224733985e-15
143.30, 9.236015720203016e-15
143.40, 9.67323651345617e-15
143.50, 1.0121319025865673e-14
143.60, 1.0681289936515921e-14
143.70, 1.1257367617606222e-14
143.80, 1.1849631232889201e-14
143.90, 1.24581599766879e-14
144.00, 1.3083033073895814e-14
144.10, 1.4015280266452877e-14
144.20, 1.4980094876679664e-14
144.30, 1.5977641741975213e-14
144.40, 1.7008085764324042e-14
144.50, 1.8071591910296228e-14
144.60, 1.932233275546828e-14
144.70, 2.061602886711421e-14
144.80, 2.1952895669291652e-14
144.90, 2.333314867037264e-14
145.00, 2.4757003463043643e-14
145.10, 2.653382399771538e-14
145.20, 2.83734575291979e-14
145.30, 3.027621087164049e-14
145.40, 3.2242390864804824e-14
145.50, 3.427230437406518e-14
145.60, 3.675158267965076e-14
145.70, 3.93195026651071e-14
145.80, 4.197649443989731e-14
145.90, 4.4722988149382667e-14
146.00, 4.7559413974822595e-14
146.10, 5.1106233901601485e-14
146.20, 5.4783603160840815e-14
146.30, 5.859221237914451e-14
146.40, 6.253275222958128e-14
146.50, 6.6605913431685e-14
146.60, 7.163292885087236e-14
146.70, 7.684839636411802e-14
146.80, 8.225330645353334e-14
146.90, 8.784864966785889e-14
147.00, 9.363541662246459e-14
147.10, 1.0057040724665097e-13
147.20, 1.0776226970025476e-13
147.30, 1.1521235504426518e-13
147.40, 1.229220144047725e-13
147.50, 1.3089259897296873e-13
147.60, 1.4066781018582203e-13
147.70, 1.5080942823521272e-13
147.80, 1.6131936642984982e-13
147.90, 1.7219953817062525e-13
148.00, 1.8345185695061453e-13
148.10, 1.9748334882370562e-13
148.20, 2.1205132348759458e-13
148.30, 2.2715859230561026e-13
148.40, 2.4280796673417063e-13
148.50, 2.590022583227831e-13
148.60, 2.7957677946321285e-13
148.70, 3.0096470064846255e-13
148.80, 3.231702627560214e-13
148.90, 3.46197706803792e-13
149.00, 3.700512739500908e-13
149.10, 3.999028816267062e-13
149.20, 4.3095258733128214e-13
149.30, 4.632066678327028e-13
149.40, 4.966714000126734e-13
149.50, 5.313530608657202e-13
149.60, 5.730040378221535e-13
149.70, 6.162942638086412e-13
149.80, 6.612322367764646e-13
149.90, 7.078264548296423e-13
150.00, 7.560854162249498e-13
150.10, 9.031055459625179e-13
150.20, 1.0655069844989026e-12
150.30, 1.2440398413788235e-12
150.40, 1.4394594786913768e-12
150.50, 1.6525265114669989e-12
150.60, 1.893973289581003e-12
150.70, 2.1566342853505287e-12
150.80, 2.4414223659255323e-12
150.90, 2.74925663305642e-12
151.00, 3.0810624235651474e-12
151.10, 3.647553156206788e-12
151.20, 4.2686595621482575e-12
151.30, 4.946828048626354e-12
151.40, 5.684522040937094e-12
151.50, 6.4842219834023625e-12
151.60, 7.396175679259951e-12
151.70, 8.384394213028346e-12
151.80, 9.451978889763896e-12
151.90, 1.060205211447271e-11
152.00, 1.183775739330906e-11
152.10, 1.3930667075547623e-11
152.20, 1.6214215296196057e-11
152.30, 1.8696374372402852e-11
152.40, 2.1385171094563347e-11
152.50, 2.4288686728386902e-11
152.60, 2.75506107180541e-11
152.70, 3.106810722679142e-11
152.80, 3.4850734486207754e-11
152.90, 3.890811439110157e-11
153.00, 4.324993250187681e-11
153.10, 5.0482281357523276e-11
153.20, 5.831283247920219e-11
153.30, 6.676332170966896e-11
153.40, 7.585562927024994e-11
153.50, 8.561177976433429e-11
153.60, 9.636191340564506e-11
153.70, 1.0786628777798067e-10
153.80, 1.2014856672007042e-10
153.90, 1.3323256582089747e-10
154.00, 1.4714225242336957e-10
154.10, 1.703860181703119e-10
154.20, 1.9535025993155848e-10
154.30, 2.220855998499031e-10
154.40, 2.50642928557912e-10
154.50, 2.8107340468103426e-10
154.60, 3.149861869647498e-10
154.70, 3.5112181687346187e-10
154.80, 3.895413062379454e-10
154.90, 4.303059824272941e-10
155.00, 4.734774877608289e-10
155.10, 5.106647039918202e-10
155.20, 5.496504277312079e-10
155.30, 5.904757286835641e-10
155.40, 6.331818550784163e-10
155.50, 6.778102329166656e-10
155.60, 7.273959632946906e-10
155.70, 7.791974108726449e-10
155.80, 8.33261384186324e-10
155.90, 8.89634887261339e-10
156.00, 9.483651187711838e-10
156.10, 1.0204753910843712e-09
156.20, 1.0959503690840916e-09
156.30, 1.1748635146136323e-09
156.40, 1.2572886073563054e-09
156.50, 1.343299743569227e-09
156.60, 1.440278044216011e-09
156.70, 1.5415942052855825e-09
156.80, 1.6473420132567764e-09
156.90, 1.7576156546110381e-09
157.00, 1.8725097142248406e-09
157.10, 1.994350300685526e-09
157.20, 2.121113311740544e-09
157.30, 2.2529003565176522e-09
157.40, 2.389813482983024e-09
157.50, 2.53195517631396e-09
157.60, 2.698557493034217e-09
157.70, 2.8720709606748505e-09
157.80, 3.052643251202325e-09
157.90, 3.240422674962703e-09
158.00, 3.43555817830905e-09
158.10, 3.6400908139608535e-09
158.20, 3.851794884428712e-09
158.30, 4.070783268975984e-09
158.40, 4.2971692865161435e-09
158.50, 4.5310666940587206e-09
158.60, 4.8158671603166815e-09
158.70, 5.111280563745638e-09
158.80, 5.417476164946311e-09
158.90, 5.73462387963745e-09
159.00, 6.0628942763286755e-09
159.10, 6.467046863847057e-09
159.20, 6.887159186423871e-09
159.30, 7.3234955319181375e-09
159.40, 7.776321263348169e-09
159.50, 8.245902815529039e-09
159.60, 8.82351360358921e-09
159.70, 9.4246579778562e-09
159.80, 1.00497237400962e-08
159.90, 1.0699100248376653e-08
160.00, 1.1373178412163536e-08
160.10, 1.2197154827198246e-08
160.20, 1.3053866096402462e-08
160.30, 1.3943773254363204e-08
160.40, 1.4867339121184943e-08
160.50, 1.582502829681389e-08
160.60, 1.701794875625186e-08
160.70, 1.8258737132408105e-08
160.80, 1.954805965779254e-08
160.90, 2.0886585100529245e-08
161.00, 2.2274984756223783e-08
161.10, 2.397615783539369e-08
161.20, 2.574510599158304e-08
161.30, 2.7582774443238548e-08
161.40, 2.949011201325048e-08
161.50, 3.14680711173472e-08
161.60, 3.3913304355562804e-08
161.70, 3.6455295913917206e-08
161.80, 3.9095373252702476e-08
161.90, 4.1834868796134355e-08
162.00, 4.467511991620954e-08
162.10, 4.802939648782108e-08
162.20, 5.15053440744207e-08
162.30, 5.5104279924122006e-08
162.40, 5.882752528362988e-08
162.50, 6.267640538435668e-08
162.60, 6.730028785185054e-08
162.70, 7.208828683370553e-08
162.80, 7.704215109268055e-08
162.90, 8.21636345936822e-08
163.00, 8.745449648549096e-08
163.10, 9.332729058479814e-08
163.20, 9.938223304131543e-08
163.30, 1.0562065075476335e-07
163.40, 1.12043872534722e-07
163.50, 1.1865322909107819e-07
163.60, 1.2612658837778915e-07
163.70, 1.3382303767597223e-07
163.80, 1.4174417735230875e-07
163.90, 1.4989161002465127e-07
164.00, 1.582669405505533e-07
164.10, 1.6676712318205954e-07
164.20, 1.7549447320811755e-07
164.30, 1.8445058590487806e-07
164.40, 1.936370587807072e-07
164.50, 2.0305549156508368e-07
164.60, 2.1172848299562024e-07
164.70, 2.2060281690574435e-07
164.80, 2.296798544903048e-07
164.90, 2.389609587749822e-07
165.00, 2.484474946068977e-07
165.10, 2.552290069285747e-07
165.20, 2.621101121986106e-07
165.30, 2.6909124684367367e-07
165.40, 2.7617284689652155e-07
165.50, 2.8335534799451576e-07
165.60, 2.8857547501775133e-07
165.70, 2.9382792017222097e-07
165.80, 2.991127554469512e-07
165.90, 3.0443005272971884e-07
166.00, 3.0977988380677613e-07
166.10, 3.143066867788474e-07
166.20, 3.1884002989498366e-07
166.30, 3.2337984717638106e-07
166.40, 3.2792607265593283e-07
166.50, 3.324786403784076e-07
166.60, 3.373659643092052e-07
166.70, 3.422693606117227e-07
166.80, 3.471888144098461e-07
166.90, 3.521243107986212e-07
167.00, 3.570758348442686e-07
167.10, 3.630633466992749e-07
167.20, 3.6909538208377634e-07
167.30, 3.7517207115684783e-07
167.40, 3.812935439362052e-07
167.50, 3.874599302977771e-07
167.60, 3.946776336929385e-07
167.70, 4.0196952844279153e-07
167.80, 4.0933589192359653e-07
167.90, 4.1677700125086816e-07
168.00, 4.242931332784925e-07
168.10, 4.3387247681208843e-07
168.20, 4.4357539015577085e-07
168.30, 4.5340238866683416e-07
168.40, 4.633539872673565e-07
168.50, 4.734307004426668e-07
168.60, 4.849206297928823e-07
168.70, 4.965638353346038e-07
168.80, 5.083609585175594e-07
168.90, 5.203126402466082e-07
169.00, 5.324195208798276e-07
169.10, 5.473429848819898e-07
169.20, 5.624800410851237e-07
169.30, 5.778316079700189e-07
169.40, 5.933986032893556e-07
169.50, 6.091819440651182e-07
169.60, 6.269567363431051e-07
169.70, 6.449758029930561e-07
169.80, 6.632401679753579e-07
169.90, 6.817508544209541e-07
170.00, 7.005088846284516e-07
170.10, 7.213862039090381e-07
170.20, 7.425389419689045e-07
170.30, 7.639681934949593e-07
170.40, 7.856750521655288e-07
170.50, 8.076606106496375e-07
170.60, 8.316512007986232e-07
170.70, 8.559448252095074e-07
170.80, 8.805426571338824e-07
170.90, 9.054458687330336e-07
171.00, 9.306556310771592e-07
171.10, 9.56840475276667e-07
171.20, 9.833373870846867e-07
171.30, 1.0101475909418654e-06
171.40, 1.0372723101881232e-06
171.50, 1.0647127670619075e-06
171.60, 1.093159376162e-06
171.70, 1.121937906070986e-06
171.80, 1.1510496388474892e-06
171.90, 1.1804958553906671e-06
172.00, 1.2102778354394268e-06
172.10, 1.2374676004200907e-06
172.20, 1.264936127501196e-06
172.30, 1.292684429018408e-06
172.40, 1.3207135164109876e-06
172.50, 1.3490244002212066e-06
172.60, 1.376009215444417e-06
172.70, 1.4032622893728811e-06
172.80, 1.4307845795538894e-06
172.90, 1.4585770426812938e-06
173.00, 1.4866406345949582e-06
173.10, 1.5104745744767282e-06
173.20, 1.5345183485037702e-06
173.30, 1.5587726627028874e-06
173.40, 1.5832382224898395e-06
173.50, 1.6079157326689733e-06
173.60, 1.628057083309977e-06
173.70, 1.648351102821633e-06
173.80, 1.6687982607230956e-06
173.90, 1.6893990261168153e-06
174.00, 1.7101538676882888e-06
174.10, 1.7259921959136422e-06
174.20, 1.7419190035092908e-06
174.30, 1.757934501640525e-06
174.40, 1.7740389012801787e-06
174.50, 1.7902324132085187e-06
174.60, 1.7990255613568068e-06
174.70, 1.8078122213878685e-06
174.80, 1.816592234997082e-06
174.90, 1.8253654439845196e-06
175.00, 1.8341316902550079e-06
175.10, 1.837874373664599e-06
175.20, 1.8415230138472358e-06
175.30, 1.845077079843796e-06
175.40, 1.84853604111509e-06
175.50, 1.8518993675420345e-06
175.60, 1.8495885421163895e-06
175.70, 1.847095940194759e-06
175.80, 1.8444206860384366e-06
175.90, 1.8415619046194866e-06
176.00, 1.8385187216210392e-06
176.10, 1.8339720053009389e-06
176.20, 1.8291921760616765e-06
176.30, 1.8241781190590888e-06
176.40, 1.8189287203097664e-06
176.50, 1.813442866691391e-06
176.60, 1.810233369700173e-06
176.70, 1.8067885269094886e-06
176.80, 1.8031071893534987e-06
176.90, 1.79918820895226e-06
177.00, 1.795030438512082e-06
177.10, 1.795454064621608e-06
177.20, 1.7956852493212114e-06
177.30, 1.7957229871356746e-06
177.40, 1.7955662735742553e-06
177.50, 1.7952141051310424e-06
177.60, 1.8031056316726415e-06
177.70, 1.8108997261023243e-06
177.80, 1.818595747313815e-06
177.90, 1.8261930548086422e-06
178.00, 1.8336910086963588e-06
178.10, 1.8498318252340043e-06
178.20, 1.8660082413425892e-06
178.30, 1.882220165354762e-06
178.40, 1.8984675056491145e-06
178.50, 1.9147501706502098e-06
178.60, 1.9418721024879988e-06
178.70, 1.969212725219655e-06
178.80, 1.9967727121693373e-06
178.90, 2.024552735932771e-06
179.00, 2.0525534683770163e-06
179.10, 2.0935946173270013e-06
179.20, 2.135105449106286e-06
179.30, 2.1770877164175595e-06
179.40, 2.219543170246939e-06
179.50, 2.2624735598634474e-06
179.60, 2.318292433777189e-06
179.70, 2.3748528039076415e-06
179.80, 2.432157574726376e-06
179.90, 2.4902096478825243e-06
180.00, 2.5490119222019165e-06
180.10, 2.623869556081025e-06
180.20, 2.6999150709182142e-06
180.30, 2.777155301171749e-06
180.40, 2.8555970923706843e-06
180.50, 2.935247301117114e-06
180.60, 3.027925703373589e-06
180.70, 3.1221530876654953e-06
180.80, 3.2179384494905487e-06
180.90, 3.3152907989236968e-06
181.00, 3.4142191606200644e-06
181.10, 3.5214489005535477e-06
181.20, 3.630493414951569e-06
181.30, 3.741363307254445e-06
181.40, 3.8540691983110885e-06
181.50, 3.96862172638238e-06
181.60, 4.085307442118249e-06
181.70, 4.203923619874213e-06
181.80, 4.324481413579292e-06
181.90, 4.4469919953882645e-06
182.00, 4.5714665556852e-06
182.10, 4.686529806516574e-06
182.20, 4.8032814344012e-06
182.30, 4.921730865700199e-06
182.40, 5.041887542181704e-06
182.50, 5.163760921023723e-06
182.60, 5.27389048078263e-06
182.70, 5.385317570291226e-06
182.80, 5.49804882461134e-06
182.90, 5.612090889362361e-06
183.00, 5.727450420723177e-06
183.10, 5.8244971428685365e-06
183.20, 5.92213383291612e-06
183.30, 6.020362254034673e-06
183.40, 6.119184171606449e-06
183.50, 6.2186013532275785e-06
183.60, 6.272331387477564e-06
183.70, 6.3249936538560345e-06
183.80, 6.376578828153185e-06
183.90, 6.427077569316697e-06
184.00, 6.476480519448744e-06
184.10, 6.48590014585424e-06
184.20, 6.492390517705283e-06
184.30, 6.4959292011061056e-06
184.40, 6.496493722119651e-06
184.50, 6.494061566760736e-06
184.60, 6.493434623866231e-06
184.70, 6.489274534230239e-06
184.80, 6.481554756396833e-06
184.90, 6.470248701820312e-06
185.00, 6.455329734857205e-06
185.10, 6.476047867313723e-06
185.20, 6.493806729557246e-06
185.30, 6.508583947621606e-06
185.40, 6.52035711028602e-06
185.50, 6.529103769069769e-06
185.60, 6.589025679406489e-06
185.70, 6.6470771315645166e-06
185.80, 6.703242815847091e-06
185.90, 6.757507396774177e-06
186.00, 6.809855513078787e-06
186.10, 6.914084521551162e-06
186.20, 7.017769180860385e-06
186.30, 7.120902683908105e-06
186.40, 7.223478211340643e-06
186.50, 7.32548893154732e-06
186.60, 7.4842524176109015e-06
186.70, 7.644076053273363e-06
186.80, 7.804963307603336e-06
186.90, 7.966917654104698e-06
187.00, 8.129942570717139e-06
187.10, 8.359443980566566e-06
187.20, 8.592098331979908e-06
187.30, 8.827922426817823e-06
187.40, 9.066933093188754e-06
187.50, 9.30914718545232e-06
187.60, 9.621126038605235e-06
187.70, 9.938708817297966e-06
187.80, 1.026192776777431e-05
187.90, 1.059081518760129e-05
188.00, 1.0925403425675722e-05
188.10, 1.1349641364355572e-05
188.20, 1.178287041121507e-05
188.30, 1.2225144318802615e-05
188.40, 1.267651692674603e-05
188.50, 1.3137042161763043e-05
188.60, 1.370795359698482e-05
188.70, 1.4292332153629276e-05
188.80, 1.4890259539872971e-05
188.90, 1.5501817596456184e-05
189.00, 1.612708829669888e-05
189.10, 1.6862200674007287e-05
189.20, 1.7615412161329954e-05
189.30, 1.8386833357045717e-05
189.40, 1.9176575040517588e-05
189.50, 1.9984748172113148e-05
189.60, 2.0933275929431374e-05
189.70, 2.1906000564274532e-05
189.80, 2.2903069897872213e-05
189.90, 2.392463199280796e-05
190.00, 2.4970835153046406e-05
190.10, 2.632266425996854e-05
190.20, 2.7719324212053753e-05
190.30, 2.9161480519164678e-05
190.40, 3.064979997621871e-05
190.50, 3.218495066328104e-05
190.60, 3.386864767606514e-05
190.70, 3.560617470415465e-05
190.80, 3.739830313458736e-05
190.90, 3.924580583467286e-05
191.00, 4.1149457152099625e-05
191.10, 4.3241585103068916e-05
191.20, 4.5398454969661224e-05
191.30, 4.762098091506885e-05
191.40, 4.9910078868970275e-05
191.50, 5.22666665276471e-05
191.60, 5.4763851445298e-05
191.70, 5.733186844528792e-05
191.80, 5.997165074375429e-05
191.90, 6.26841333411215e-05
192.00, 6.547025302221885e-05
192.10, 6.826705385207352e-05
192.20, 7.113048569078627e-05
192.30, 7.40613137769228e-05
192.40, 7.706030479546779e-05
192.50, 8.012822687791048e-05
192.60, 8.320062180494936e-05
192.70, 8.632834560581699e-05
192.80, 8.951184394463487e-05
192.90, 9.275156327391166e-05
193.00, 9.604795083459012e-05
193.10, 9.952646315767701e-05
193.20, 0.0001030529720662323
193.30, 0.00010662765373688915
193.40, 0.00011025068457568872
193.50, 0.00011392224121809292
193.60, 0.00011801389889340824
193.70, 0.0001221577348804696
193.80, 0.00012635388353133932
193.90, 0.00013060247932352028
194.00, 0.00013490365685996298
194.10, 0.00014019032448624004
194.20, 0.0001455625739752588
194.30, 0.00015102095701372112
194.40, 0.000156566026215941
194.50, 0.00016219833512388828
194.60, 0.00016925394676761265
194.70, 0.0001764550317773032
194.80, 0.00018380299648779
194.90, 0.0001912992498274907
195.00, 0.00019894520331853292
195.10, 0.00020839840582180874
195.20, 0.00021808583007921863
195.30, 0.00022801017870017597
195.40, 0.00023817415933783518
195.50, 0.0002485804846892977
195.60, 0.0002616929613999135
195.70, 0.0002751841118690814
195.80, 0.0002890587468154044
195.90, 0.0003033216860323848
196.00, 0.00031797775838879544
196.10, 0.00033646218081331944
196.20, 0.0003555502293595153
196.30, 0.0003752500964618869
